image,description,comments,state,UUID
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9PatrolTurnAroundSouth.jpg&v=00608,3.5 mi N of Hoosier Pass (LV),Traffic closest to camera is moving South,CO,CO1001395
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9PatrolTurnAroundRoadSurface.jpg&v=00608,3.5 mi N of Hoosier Pass (LV),Traffic closest to camera is moving South,CO,CO1001396
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9BlueRiverNorth.jpg&v=00608,Spruce Creek Rd (LV),Traffic closest to camera is moving South,CO,CO1001397
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9BlueRiverSouth.jpg&v=00608,Spruce Creek Rd (LV),Traffic closest to camera is moving South,CO,CO1001398
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9BlueRiverRoadSurface.jpg&v=00608,Spruce Creek Rd (LV),Traffic closest to camera is moving South,CO,CO1001399
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S086-05-N.jpg&v=00608,River Park Dr/Southside Dr,Traffic furthest from camera is travelling North,CO,CO1001400
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S086-05-S.jpg&v=00608,River Park Dr/Southside Dr,Traffic closest to camera is travelling South,CO,CO1001401
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S086-20-N.jpg&v=00608,Broken Lance Dr,North,CO,CO1001402
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S086-20-S.jpg&v=00608,Broken Lance Dr,South,CO,CO1001403
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N086-50-N.jpg&v=00608,S Park Ave NB/Main St,North,CO,CO1001404
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N086-50-S.jpg&v=00608,S Park Ave NB/Main St,South,CO,CO1001405
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N086-50-W.jpg&v=00608,S Park Ave NB/Main St,West,CO,CO1001406
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N086-65-N.jpg&v=00608,Ski Hill Rd,North,CO,CO1001407
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N086-65-E.jpg&v=00608,Ski Hill Rd,East,CO,CO1001408
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N086-65-S.jpg&v=00608,Ski Hill Rd,South,CO,CO1001409
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N086-65-W.jpg&v=00608,Ski Hill Rd,West,CO,CO1001410
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N087-25-N.jpg&v=00608,Airport Rd,North,CO,CO1001411
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N087-25-S.jpg&v=00608,Airport Rd,South,CO,CO1001412
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S087-50-N.jpg&v=00608,Main St.,North,CO,CO1001413
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S087-50-S.jpg&v=00608,Main St.,South,CO,CO1001414
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S087-70-N.jpg&v=00608,Huron Rd,North,CO,CO1001415
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S087-70-S.jpg&v=00608,Huron Rd,South,CO,CO1001416
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S087-95-N.jpg&v=00608,Valley Brook St,North,CO,CO1001417
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S087-95-S.jpg&v=00608,Valley Brook St,South,CO,CO1001418
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S089-20-N.jpg&v=00608,Coyne Valley Rd,North,CO,CO1001419
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S089-20-S.jpg&v=00608,Coyne Valley Rd,South,CO,CO1001420
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S090-00-N.jpg&v=00608,Fairview Blvd,Traffic furthest from camera is travelling North,CO,CO1001421
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S090-00-S.jpg&v=00608,Fairview Blvd,Traffic closest to camera is travelling South,CO,CO1001422
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N090-30-N.jpg&v=00608,Tiger Rd/Shores Ln,Traffic closest to camera is travelling North,CO,CO1001423
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N090-30-S.jpg&v=00608,Tiger Rd/Shores Ln,Traffic closest to camera is travelling South,CO,CO1001424
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N092-95-N.jpg&v=00608,Swan Mtn Rd,North,CO,CO1001425
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N092-95-S.jpg&v=00608,Swan Mtn Rd,South,CO,CO1001426
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S094-90-N.jpg&v=00608,Peak One Dr,North,CO,CO1001427
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S094-90-S.jpg&v=00608,Peak One Dr,South,CO,CO1001428
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S095-50-N.jpg&v=00608,Peak One Blvd,North,CO,CO1001429
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S095-50-S.jpg&v=00608,Peak One Blvd,South,CO,CO1001430
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N096-00-N.jpg&v=00608,Main St,North,CO,CO1001431
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009N096-00-S.jpg&v=00608,Main St,South,CO,CO1001432
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S096-65-N.jpg&v=00608,Hawn Dr,North,CO,CO1001433
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S096-65-S.jpg&v=00608,Hawn Dr,South,CO,CO1001434
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9UtePassRdNorth.jpg&v=00608,Ute Pass Rd (LV),Traffic closest to camera is moving South,CO,CO1001435
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9UtePassRdSouth.jpg&v=00608,Ute Pass Rd (LV),Traffic closest to camera is moving South,CO,CO1001436
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9UtePassRdRoadSurface.jpg&v=00608,Ute Pass Rd (LV),Traffic closest to camera is moving South,CO,CO1001437
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9CutNorth.jpg&v=00608,Heeney (LV),Traffic closest to camera is moving South,CO,CO1001438
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9CutSouth.jpg&v=00608,Heeney (LV),Traffic closest to camera is moving South,CO,CO1001439
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH9CutRoadSurface.jpg&v=00608,Heeney (LV),Traffic closest to camera is moving South,CO,CO1001440
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S127-44-N.jpg&v=00608,SH-9 Sum/Grand Co Ln,North Bound Traffic,CO,CO1001441
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S127-44-S.jpg&v=00608,SH-9 Sum/Grand Co Ln,South Bound Traffic,CO,CO1001442
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM009S127-44-road.jpg&v=00608,SH-9 Sum/Grand Co Ln,Road Surface,CO,CO1001443
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH12TrinidadEast.jpg&v=00608,2.4 mi E of Cuchara Pass Summit (LV),Traffic closest to camera is travelling East,CO,CO1001444
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH12TrinidadWest.jpg&v=00608,2.4 mi E of Cuchara Pass Summit (LV),Traffic closest to camera is travelling West,CO,CO1001445
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH12TrinidadRoadSurface.jpg&v=00608,2.4 mi E of Cuchara Pass Summit (LV),Road Surface,CO,CO1001446
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM013S015-N.jpg&v=00608,RIO BLANCO (RWIS),North Bound Traffic,CO,CO1001447
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM013S015-S.jpg&v=00608,RIO BLANCO (RWIS),South Bound Traffic,CO,CO1001448
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH13HamiltonNorth.jpg&v=00608,CO-13  3.95 mi S of Hamilton (LV),Traffic closest to camera is moving North,CO,CO1001449
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH13HamiltonSouth.jpg&v=00608,CO-13  3.95 mi S of Hamilton (LV),Traffic closest to camera is moving North,CO,CO1001450
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH13HamiltonRoadSurface.jpg&v=00608,CO-13  3.95 mi S of Hamilton (LV),Traffic closest to camera is moving North,CO,CO1001451
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH13SandCreekNorth.jpg&v=00608,CO-13  17.68 mi S of Baggs (LV),Traffic closest to camera is traveling North,CO,CO1001452
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH13SandCreekSouth.jpg&v=00608,CO-13  17.68 mi S of Baggs (LV),Traffic closest to camera is traveling North,CO,CO1001453
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH13SandCreekRoadSurface.jpg&v=00608,CO-13  17.68 mi S of Baggs (LV),Road Surface,CO,CO1001454
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH14CameronPassWestEast.jpg&v=00608,CO-14  3.65 mi W of Cameron Pass (LV),Traffic closest to camera is moving East,CO,CO1001455
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH14CameronPassWestWest.jpg&v=00608,CO-14  3.65 mi W of Cameron Pass (LV),Traffic closest to camera is moving East,CO,CO1001456
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH14CameronPassWestRoadSurface.jpg&v=00608,CO-14  3.65 mi W of Cameron Pass (LV),Road Surface,CO,CO1001457
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH14CameronPassEastEast.jpg&v=00608,CO-14  1.15 mi W of Cameron Pass (LV),Traffic closest to camera is moving East,CO,CO1001458
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH14CameronPassEastWest.jpg&v=00608,CO-14  1.15 mi W of Cameron Pass (LV),Traffic closest to camera is moving East,CO,CO1001459
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH14CameronPassEastRoadSurface.jpg&v=00608,CO-14  1.15 mi W of Cameron Pass (LV),Road Surface,CO,CO1001460
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM014W176-55-E.jpg&v=00608,Briggsdale (RWIS),East Bound Traffic,CO,CO1001461
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM014W176-55-W.jpg&v=00608,Briggsdale (RWIS),West Bound Traffic,CO,CO1001462
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM016E000.12-N.jpg&v=00608,I-25,Traffic in lanes closest to camera moving East,CO,CO1001463
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM016E000.12-E.jpg&v=00608,I-25,Traffic in lanes closest to camera moving East,CO,CO1001464
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM016E000.12-S.jpg&v=00608,I-25,Traffic in lanes closest to camera moving East,CO,CO1001465
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM016E000.12-W.jpg&v=00608,I-25,Traffic in lanes closest to camera moving East,CO,CO1001466
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17RailRoadCrossingNorth.jpg&v=00608,CO-17  4 mi N of NM Border (LV),Traffic closest to camera is moving South,CO,CO1001467
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17RailRoadCrossingSouth.jpg&v=00608,CO-17  4 mi N of NM Border (LV),Traffic closest to camera is moving South,CO,CO1001468
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17RailRoadCrossingRoadSurface.jpg&v=00608,CO-17  4 mi N of NM Border (LV),Road Surface,CO,CO1001469
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17LaMangaPassNorth.jpg&v=00608,La Manga Pass Summit (LV),Traffic closest to camera is moving North,CO,CO1001470
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17LaMangaPassSouth.jpg&v=00608,La Manga Pass Summit (LV),Traffic closest to camera is moving North,CO,CO1001471
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17LaMangaPassRoadSurface.jpg&v=00608,La Manga Pass Summit (LV),Traffic closest to camera is moving North,CO,CO1001472
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV017E03850-SH7-US285-ANTONITO-E.jpg&v=00608,US-285 Antonito,Traffic closest Camera is moving West,CO,CO1001473
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17HooperNorth.jpg&v=00608,Hooper (LV),Traffic closest to camera is moving North,CO,CO1001474
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17HooperSouth.jpg&v=00608,Hooper (LV),Traffic closest to camera is moving North,CO,CO1001475
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17HooperWest.jpg&v=00608,Hooper (LV),Traffic closest to camera is moving North,CO,CO1001476
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH17HooperRoadSurface.jpg&v=00608,Hooper (LV),Road Surface,CO,CO1001477
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH52HoytEast.jpg&v=00608,CO-5 N of Hoyt (LV),Traffic closest to camera is moving West,CO,CO1001478
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH52HoytWest.jpg&v=00608,CO-5 N of Hoyt (LV),Traffic closest to camera is moving West,CO,CO1001479
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH52HoytRoadSurface.jpg&v=00608,CO-5 N of Hoyt (LV),Road Surface,CO,CO1001480
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH52NewRaymerNorth.jpg&v=00608,CO-52  6.7 mi S of CO-14 (LV),Traffic closest to camera is moving West,CO,CO1001481
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH52NewRaymerSouth.jpg&v=00608,CO-52  6.7 mi S of CO-14 (LV),Traffic closest to camera is moving West,CO,CO1001482
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH52NewRaymerRoadSurface.jpg&v=00608,CO-52  6.7 mi S of CO-14 (LV),Road Surface,CO,CO1001483
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH61SterlingNorth.jpg&v=00608,CO-2 (LV),Traffic closest to camera is moving South,CO,CO1001484
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH61SterlingSouth.jpg&v=00608,CO-2 (LV),Traffic closest to camera is moving South,CO,CO1001485
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH61SterlingRoadSurface.jpg&v=00608,CO-2 (LV),Road Surface,CO,CO1001486
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH62DallasDivideEast.jpg&v=00608,Dallas Divide (LV),Traffic closest to camera is moving East,CO,CO1001487
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH62DallasDivideWest.jpg&v=00608,Dallas Divide (LV),Traffic closest to camera is moving East,CO,CO1001488
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH62DallasDivideRoadSurface.jpg&v=00608,Dallas Divide (LV),Road Surface,CO,CO1001489
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH63AtwoodNorth.jpg&v=00608,CO-63 4.6 mi S of I-76 (LV),Traffic closest to camera is moving South,CO,CO1001490
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH63AtwoodSouth.jpg&v=00608,CO-63 4.6 mi S of I-76 (LV),Traffic closest to camera is moving South,CO,CO1001491
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH63AtwoodRoadSurface.jpg&v=00608,CO-63 4.6 mi S of I-76 (LV),Road Surface,CO,CO1001492
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH64SteadmanFallsEast.jpg&v=00608,19.2 mi E of Rangely (LV),Traffic closest to camera is moving East,CO,CO1001493
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH64SteadmanFallsWest.jpg&v=00608,19.2 mi E of Rangely (LV),Traffic closest to camera is moving East,CO,CO1001494
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH64SteadmanFallsRoadSurface.jpg&v=00608,19.2 mi E of Rangely (LV),Surface Condition,CO,CO1001495
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH65SkywayParkingLotNorth.jpg&v=00608,CO-118 (LV),Traffic closest to camera is moving North,CO,CO1001496
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH65SkywayParkingLotSouth.jpg&v=00608,CO-118 (LV),Traffic closest to camera is moving North,CO,CO1001497
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH65SkywayParkingLotRoadSurface.jpg&v=00608,CO-118 (LV),Traffic closest to camera is moving North,CO,CO1001498
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH67Mile56FairplayNorth.jpg&v=00608,0.3 mi S of CO Rd  81 (LV),Traffic furthest from camera is travelling North,CO,CO1001499
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH67Mile56FairplaySouth.jpg&v=00608,0.3 mi S of CO Rd  81 (LV),Traffic closest to camera is travelling South,CO,CO1001500
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH67Mile56FairplayRoadSurface.jpg&v=00608,0.3 mi S of CO Rd  81 (LV),Road Surface,CO,CO1001501
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM071S144.10-N.jpg&v=00608,Woodrow,Traffic furthest from camera is travelling North,CO,CO1001502
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM071S144.10-S.jpg&v=00608,Woodrow,Traffic closest to camera is travelling South,CO,CO1001503
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM071S144.10-Roadway.jpg&v=00608,Woodrow,Road Surface,CO,CO1001504
https://i.cotrip.org/dimages/ws/camera?imageURL=106&v=00608,WARD (RWIS),West,CO,CO1001505
https://i.cotrip.org/dimages/ws/camera?imageURL=107&v=00608,WARD (RWIS),East,CO,CO1001506
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH72VrainNorth.jpg&v=00608,CO-72  0.2 mi W of CO-7 (LV),Traffic closest to camera is moving East,CO,CO1001507
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH72VrainSouth.jpg&v=00608,CO-72  0.2 mi W of CO-7 (LV),Traffic closest to camera is moving East,CO,CO1001508
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH72VrainRoadSurface.jpg&v=00608,CO-72  0.2 mi W of CO-7 (LV),Road Surface,CO,CO1001509
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S000_23-N.jpg&v=00608,El Rancho,Traffic,CO,CO1001510
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S000_23-E.jpg&v=00608,El Rancho,Traffic,CO,CO1001511
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S000_23-S.jpg&v=00608,El Rancho,Traffic,CO,CO1001512
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S000_23-W.jpg&v=00608,El Rancho,Traffic,CO,CO1001513
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S001_90-N.jpg&v=00608,N Bergen Pkwy,North,CO,CO1001514
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S001_90-E.jpg&v=00608,N Bergen Pkwy,East,CO,CO1001515
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S001_90-S.jpg&v=00608,N Bergen Pkwy,South,CO,CO1001516
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S001_90-W.jpg&v=00608,N Bergen Pkwy,West,CO,CO1001517
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S002_40-W.jpg&v=00608,CR-65,Traffic,CO,CO1001518
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S002_40-E.jpg&v=00608,CR-65,Traffic,CO,CO1001519
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S002_40-S.jpg&v=00608,CR-65,Traffic,CO,CO1001520
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM074S002_40-N.jpg&v=00608,CR-65,Traffic,CO,CO1001521
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCSCAM082W012-30-E.jpg&v=00608,0.6 mi E of CO-133 (Carbondale-),Traffic furthest from camera is travelling East,CO,CO1001522
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCSCAM082W012-30-W.jpg&v=00608,0.6 mi E of CO-133 (Carbondale-),Traffic closest to camera is travelling West,CO,CO1001523
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCSCAM082W012-30-road.jpg&v=00608,0.6 mi E of CO-133 (Carbondale-),Road Surface,CO,CO1001524
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH82ElJebelEast.jpg&v=00608,El Jebel (LV),Traffic closest to camera is travelling East,CO,CO1001525
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH82ElJebelWest.jpg&v=00608,El Jebel (LV),Traffic furthest from camera is travelling West,CO,CO1001526
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH82ElJebelRoadSurface.jpg&v=00608,El Jebel (LV),Road Surface,CO,CO1001527
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH82WillitsEast.jpg&v=00608,East El Jebel (LV),Traffic closest to camera is travelling East,CO,CO1001528
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH82WillitsWest.jpg&v=00608,East El Jebel (LV),Traffic closest to camera is travelling West,CO,CO1001529
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH82WillitsRoadSurface.jpg&v=00608,East El Jebel (LV),Road Surface,CO,CO1001530
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM082W023-E.jpg&v=00608,Basalt- Holland Hills,East Bound Traffic,CO,CO1001531
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM082W023-W.jpg&v=00608,Basalt- Holland Hills,West Bound Traffic,CO,CO1001532
https://i.cotrip.org/dimages/ws/camera?imageURL=41&v=00608,OLD SNOWMASS (RWIS),82 East,CO,CO1001533
https://i.cotrip.org/dimages/ws/camera?imageURL=270&v=00608,OLD SNOWMASS (RWIS),82 West,CO,CO1001534
https://i.cotrip.org/dimages/ws/camera?imageURL=261&v=00608,SNOWMASS CANYON (RWIS),82 West,CO,CO1001535
https://i.cotrip.org/dimages/ws/camera?imageURL=262&v=00608,SNOWMASS CANYON (RWIS),82 East,CO,CO1001536
https://i.cotrip.org/dimages/ws/camera?imageURL=223&v=00608,PHILLIPS RIVER VIEW (RWIS),82 East,CO,CO1001537
https://i.cotrip.org/dimages/ws/camera?imageURL=224&v=00608,PHILLIPS RIVER VIEW (RWIS),82West,CO,CO1001538
https://i.cotrip.org/dimages/ws/camera?imageURL=225&v=00608,PHILLIPS RIVER VIEW (RWIS),82 Roadway,CO,CO1001539
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM082W34-E.jpg&v=00608,SHALE BLUFFS/BRUSH CREEK RD(RWIS),East Bound Traffic,CO,CO1001540
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM082W34-W.jpg&v=00608,SHALE BLUFFS/BRUSH CREEK RD(RWIS),West Bound Traffic,CO,CO1001541
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM082E038-E.jpg&v=00608,Aspen-Cemetery Lane(RWIS),East Bound Traffic,CO,CO1001542
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM082E038-W.jpg&v=00608,Aspen-Cemetery Lane(RWIS),West Bound Traffic,CO,CO1001543
https://i.cotrip.org/dimages/ws/camera?imageURL=276&v=00608,INDEPENDENCE PASS (RWIS),Ess Curve,CO,CO1001544
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM083S070-30-N.jpg&v=00608,0.2 mi S of I-225,Traffic in lanes closest to camera moving South,CO,CO1001545
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM083S070-30-Flyover.jpg&v=00608,0.2 mi S of I-225,Parker RD NB to I-225 NB Flyover,CO,CO1001546
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM083S070-30-S.jpg&v=00608,0.2 mi S of I-225,Traffic in lanes closest to camera moving South,CO,CO1001547
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH90Mile0East.jpg&v=00608,Utah Border (LV),Traffic furthest from camera is travelling East,CO,CO1001548
https://i.cotrip.org/dimages/ws/camera?imageURL=169&v=00608,FREMONT PASS (RWIS),91 North,CO,CO1001549
https://i.cotrip.org/dimages/ws/camera?imageURL=170&v=00608,FREMONT PASS (RWIS),91 Roadway,CO,CO1001550
https://i.cotrip.org/dimages/ws/camera?imageURL=171&v=00608,FREMONT PASS (RWIS),91 South,CO,CO1001551
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM091N022-30-N.jpg&v=00608,Copper Rd,Looking North,CO,CO1001552
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM091N022-30-S.jpg&v=00608,Copper Rd,Looking South,CO,CO1001553
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH92Mile13East.jpg&v=00608,CO-92  7 mi W of Hotchkiss (LV),Traffic closest to camera traveling East,CO,CO1001554
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH92Mile13West.jpg&v=00608,CO-92  7 mi W of Hotchkiss (LV),Traffic closest to camera traveling East,CO,CO1001555
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH92Mile13RoadSurface.jpg&v=00608,CO-92  7 mi W of Hotchkiss (LV),Road Surface,CO,CO1001556
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH92HermitRestEast.jpg&v=00608,Hermit's Rest Trail (LV),Traffic closest to camera is moving East,CO,CO1001557
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH92HermitRestWest.jpg&v=00608,Hermit's Rest Trail (LV),Traffic closest to camera is moving East,CO,CO1001558
https://i.cotrip.org/dimages/camera?imageURL=liveview/SH92HermitRestRoadSurface.jpg&v=00608,Hermit's Rest Trail (LV),Surface Condition,CO,CO1001559
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM093N003-80-N.jpg&v=00608,62nd Rd,North bound Traffic,CO,CO1001560
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM093N003-80-S.jpg&v=00608,62nd Rd,South bouind Traffic,CO,CO1001561
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM093S007.50-N.jpg&v=00608,JCT. 93 & 72 (RWIS),North,CO,CO1001562
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM093S007.50-E.jpg&v=00608,JCT. 93 & 72 (RWIS),East,CO,CO1001563
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM093S007.50-S.jpg&v=00608,JCT. 93 & 72 (RWIS),South,CO,CO1001564
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM093S007.50-W.jpg&v=00608,JCT. 93 & 72 (RWIS),West,CO,CO1001565
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM093S008-65-N.jpg&v=00608,Westgate Rd,North bound Traffic,CO,CO1001566
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM093S008-65-E.jpg&v=00608,Westgate Rd,East bound Traffic,CO,CO1001567
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM093S008-65-S.jpg&v=00608,Westgate Rd,South bound Traffic,CO,CO1001568
